,source,destination,fare,tax
203271,IAO,ICY,2000,4
203272,IAO,ICY,2000,4
203273,IAO,ICY,2000,4
203274,IAO,ICY,2000,4
203275,IAO,ICY,2000,4
203276,IAO,ICY,2000,4
203277,IAO,ICY,2000,4
203278,IAO,ICY,2000,4
203279,IAO,ICY,2000,4
203280,IAO,ICY,2000,4
203281,IAO,ICY,2000,4
203282,IAO,ICY,2000,4
203283,IAO,ICY,2000,4
203284,IAO,ICY,2000,4
203285,IAO,ICY,2000,4
203286,IAO,ICY,2000,4
203287,IAO,ICY,2000,4
203288,IAO,ICY,2000,4
203289,IAO,ICY,2000,4
203290,IAO,ICY,2000,4
203291,IAO,ICY,2000,4
203292,IAO,ICY,2000,4
203293,IAO,ICY,2000,4
203294,IAO,ICY,2000,4
203295,IAO,ICY,2000,4
203296,IAO,ICY,2000,4
203297,IAO,ICY,2000,4
203298,IAO,ICY,2000,4
203299,IAO,ICY,2000,4
203300,IAO,ICY,2000,4
203301,IAO,ICY,2000,4
203302,IAO,ICY,2000,4
203303,IAO,ICY,2000,4
203304,IAO,ICY,2000,4
203305,IAO,ICY,2000,4
203306,IAO,ICY,2000,4
203307,IAO,ICY,2000,4
203308,IAO,ICY,2000,4
203309,IAO,ICY,2000,4
203310,IAO,ICY,2000,4
203311,IAO,ICY,2000,4
203312,IAO,ICY,2000,4
203313,IAO,ICY,2000,4
203314,IAO,ICY,2000,4
203315,IAO,ICY,2000,4
203316,IAO,ICY,2000,4
203317,IAO,ICY,2000,4
203318,IAO,ICY,2000,4
203319,IAO,ICY,2000,4
203320,IAO,ICY,2000,4
203321,IAO,ICY,2000,4
203322,IAO,ICY,2000,4
203323,IAO,ICY,2000,4
203324,IAO,ICY,2000,4
203325,IAO,ICY,2000,4
203326,IAO,ICY,2000,4
203327,IAO,ICY,2000,4
203328,IAO,ICY,2000,4
203329,IAO,ICY,2000,4
203330,IAO,ICY,2000,4
203331,IAO,ICY,2000,4
203332,IAO,ICY,2000,4
203333,IAO,ICY,2000,4
203334,IAO,ICY,2000,4
203335,IAO,ICY,2000,4
203336,IAO,ICY,2000,4
203337,IAO,ICY,2000,4
203338,IAO,ICY,2000,4
203339,IAO,ICY,2000,4
203340,IAO,ICY,2000,4
203341,IAO,ICY,2000,4
203342,IAO,ICY,2000,4
203343,IAO,ICY,2000,4
203344,IAO,ICY,2000,4
203345,IAO,ICY,2000,4
203346,IAO,ICY,2000,4
203347,IAO,ICY,2000,4
203348,IAO,ICY,2000,4
203349,IAO,ICY,2000,4
203350,IAO,ICY,2000,4
203351,IAO,ICY,2000,4
203352,IAO,ICY,2000,4
203353,IAO,ICY,2000,4
203354,IAO,ICY,2000,4
203355,IAO,ICY,2000,4
203356,IAO,ICY,2000,4
203357,IAO,ICY,2000,4
203358,IAO,ICY,2000,4
203359,IAO,ICY,2000,4
203360,IAO,ICY,2000,4
203361,IAO,ICY,2000,4
203362,IAO,ICY,2000,4
203363,IAO,ICY,2000,4
203364,IAO,ICY,2000,4
203365,IAO,ICY,2000,4
203366,IAO,ICY,2000,4
203367,IAO,ICY,2000,4
203368,IAO,ICY,2000,4
203369,IAO,ICY,2000,4
203370,IAO,ICY,2000,4
203371,IAO,ICY,2000,4
203372,IAO,ICY,2000,4
203373,IAO,ICY,2000,4
203374,IAO,ICY,2000,4
203375,IAO,ICY,2000,4
203376,IAO,ICY,2000,4
203377,IAO,ICY,2000,4
203378,IAO,ICY,2000,4
203379,IAO,ICY,2000,4
203380,IAO,ICY,2000,4
203381,IAO,ICY,2000,4
203382,IAO,ICY,2000,4
203383,IAO,ICY,2000,4
203384,IAO,ICY,2000,4
203385,IAO,ICY,2000,4
203386,IAO,ICY,2000,4
203387,IAO,ICY,2000,4
203388,IAO,ICY,2000,4
203389,IAO,ICY,2000,4
203390,IAO,ICY,2000,4
203391,IAO,ICY,2000,4
203392,IAO,ICY,2000,4
203393,IAO,ICY,2000,4
203394,IAO,ICY,2000,4
203395,IAO,ICY,2000,4
203396,IAO,ICY,2000,4
203397,IAO,ICY,2000,4
203398,IAO,ICY,2000,4
203399,IAO,ICY,2000,4
203400,IAO,ICY,2000,4
203401,IAO,ICY,2000,4
203402,IAO,ICY,2000,4
203403,IAO,ICY,2000,4
203404,IAO,ICY,2000,4
203405,IAO,ICY,2000,4
203406,IAO,ICY,2000,4
203407,IAO,ICY,2000,4
203408,IAO,ICY,2000,4
203409,IAO,ICY,2000,4
203410,IAO,ICY,2000,4
203411,IAO,ICY,2000,4
203412,IAO,ICY,2000,4
203413,IAO,ICY,2000,4
203414,IAO,ICY,2000,4
203415,IAO,ICY,2000,4
203416,IAO,ICY,2000,4
203417,IAO,ICY,2000,4
203418,IAO,ICY,2000,4
203419,IAO,ICY,2000,4
203420,IAO,ICY,2000,4
203421,IAO,ICY,2000,4
203422,IAO,ICY,2000,4
203423,IAO,ICY,2000,4
203424,IAO,ICY,2000,4
203425,IAO,ICY,2000,4
203426,IAO,ICY,2000,4
203427,IAO,ICY,2000,4
203428,IAO,ICY,2000,4
203429,IAO,ICY,2000,4
203430,IAO,ICY,2000,4
203431,IAO,ICY,2000,4
203432,IAO,ICY,2000,4
203433,IAO,ICY,2000,4
203434,IAO,ICY,2000,4
203435,IAO,ICY,2000,4
203436,IAO,ICY,2000,4
203437,IAO,ICY,2000,4
203438,IAO,ICY,2000,4
203439,IAO,ICY,2000,4
203440,IAO,ICY,2000,4
203441,IAO,ICY,2000,4
203442,IAO,ICY,2000,4
203443,IAO,ICY,2000,4
203444,IAO,ICY,2000,4
203445,IAO,ICY,2000,4
203446,IAO,ICY,2000,4
203447,IAO,ICY,2000,4
203448,IAO,ICY,2000,4
203449,IAO,ICY,2000,4
203450,IAO,ICY,2000,4
203451,IAO,ICY,2000,4
203452,IAO,ICY,2000,4
203453,IAO,ICY,2000,4
203454,IAO,ICY,2000,4
203455,IAO,ICY,2000,4
203456,IAO,ICY,2000,4
203457,IAO,ICY,2000,4
203458,IAO,ICY,2000,4
203459,IAO,ICY,2000,4
203460,IAO,ICY,2000,4
203461,IAO,ICY,2000,4
203462,IAO,ICY,2000,4
203463,IAO,ICY,2000,4
203464,IAO,ICY,2000,4
203465,IAO,ICY,2000,4
203466,IAO,ICY,2000,4
203467,IAO,ICY,2000,4
203468,IAO,ICY,2000,4
203469,IAO,ICY,2000,4
203470,IAO,ICY,2000,4
203471,IAO,ICY,2000,4
203472,IAO,ICY,2000,4
203473,IAO,ICY,2000,4
203474,IAO,ICY,2000,4
203475,IAO,ICY,2000,4
203476,IAO,ICY,2000,4
203477,IAO,ICY,2000,4
203478,IAO,ICY,2000,4
203479,IAO,ICY,2000,4
203480,IAO,ICY,2000,4
203481,IAO,ICY,2000,4
203482,IAO,ICY,2000,4
203483,IAO,ICY,2000,4
203484,IAO,ICY,2000,4
203485,IAO,ICY,2000,4
203486,IAO,ICY,2000,4
203487,IAO,ICY,2000,4
203488,IAO,ICY,2000,4
203489,IAO,ICY,2000,4
203490,IAO,ICY,2000,4
203491,IAO,ICY,2000,4
203492,IAO,ICY,2000,4
203493,IAO,ICY,2000,4
203494,IAO,ICY,2000,4
203495,IAO,ICY,2000,4
203496,IAO,ICY,2000,4
203497,IAO,ICY,2000,4
203498,IAO,ICY,2000,4
203499,IAO,ICY,2000,4
203500,IAO,ICY,2000,4
203501,IAO,ICY,2000,4
203502,IAO,ICY,2000,4
203503,IAO,ICY,2000,4
203504,IAO,ICY,2000,4
203505,IAO,ICY,2000,4
203506,IAO,ICY,2000,4
203507,IAO,ICY,2000,4
203508,IAO,ICY,2000,4
203509,IAO,ICY,2000,4
203510,IAO,ICY,2000,4
203511,IAO,ICY,2000,4
203512,IAO,ICY,2000,4
203513,IAO,ICY,2000,4
203514,IAO,ICY,2000,4
203515,IAO,ICY,2000,4
203516,IAO,ICY,2000,4
203517,IAO,ICY,2000,4
203518,IAO,ICY,2000,4
203519,IAO,ICY,2000,4
203520,IAO,ICY,2000,4
203521,IAO,ICY,2000,4
203522,IAO,ICY,2000,4
203523,IAO,ICY,2000,4
203524,IAO,ICY,2000,4
203525,IAO,ICY,2000,4
203526,IAO,ICY,2000,4
203527,IAO,ICY,2000,4
203528,IAO,ICY,2000,4
203529,IAO,ICY,2000,4
203530,IAO,ICY,2000,4
203531,IAO,ICY,2000,4
203532,IAO,ICY,2000,4
203533,IAO,ICY,2000,4
203534,IAO,ICY,2000,4
203535,IAO,ICY,2000,4
203536,IAO,ICY,2000,4
203537,IAO,ICY,2000,4
203538,IAO,ICY,2000,4
203539,IAO,ICY,2000,4
203540,IAO,ICY,2000,4
203541,IAO,ICY,2000,4
203542,IAO,ICY,2000,4
203543,IAO,ICY,2000,4
203544,IAO,ICY,2000,4
203545,IAO,ICY,2000,4
203546,IAO,ICY,2000,4
203547,IAO,ICY,2000,4
203548,IAO,ICY,2000,4
203549,IAO,ICY,2000,4
203550,IAO,ICY,2000,4
203551,IAO,ICY,2000,4
203552,IAO,ICY,2000,4
203553,IAO,ICY,2000,4
203554,IAO,ICY,2000,4
203555,IAO,ICY,2000,4
203556,IAO,ICY,2000,4
203557,IAO,ICY,2000,4
203558,IAO,ICY,2000,4
203559,IAO,ICY,2000,4
203560,IAO,ICY,2000,4
203561,IAO,ICY,2000,4
203562,IAO,ICY,2000,4
203563,IAO,ICY,2000,4
203564,IAO,ICY,2000,4
203565,IAO,ICY,2000,4
203566,IAO,ICY,2000,4
203567,IAO,ICY,2000,4
203568,IAO,ICY,2000,4
203569,IAO,ICY,2000,4
203570,IAO,ICY,2000,4
203571,IAO,ICY,2000,4
203572,IAO,ICY,2000,4
203573,IAO,ICY,2000,4
203574,IAO,ICY,2000,4
203575,IAO,ICY,2000,4
203576,IAO,ICY,2000,4
203577,IAO,ICY,2000,4
203578,IAO,ICY,2000,4
203579,IAO,ICY,2000,4
203580,IAO,ICY,2000,4
203581,IAO,ICY,2000,4
203582,IAO,ICY,2000,4
203583,IAO,ICY,2000,4
203584,IAO,ICY,2000,4
203585,IAO,ICY,2000,4
203586,IAO,ICY,2000,4
203587,IAO,ICY,2000,4
203588,IAO,ICY,2000,4
203589,IAO,ICY,2000,4
203590,IAO,ICY,2000,4
203591,IAO,ICY,2000,4
203592,IAO,ICY,2000,4
203593,IAO,ICY,2000,4
203594,IAO,ICY,2000,4
203595,IAO,ICY,2000,4
203596,IAO,ICY,2000,4
203597,IAO,ICY,2000,4
203598,IAO,ICY,2000,4
203599,IAO,ICY,2000,4
203600,IAO,ICY,2000,4
203601,IAO,ICY,2000,4
203602,IAO,ICY,2000,4
203603,IAO,ICY,2000,4
203604,IAO,ICY,2000,4
203605,IAO,ICY,2000,4
203606,IAO,ICY,2000,4
203607,IAO,ICY,2000,4
203608,IAO,ICY,2000,4
203609,IAO,ICY,2000,4
203610,IAO,ICY,2000,4
203611,IAO,ICY,2000,4
203612,IAO,ICY,2000,4
203613,IAO,ICY,2000,4
203614,IAO,ICY,2000,4
203615,IAO,ICY,2000,4
203616,IAO,ICY,2000,4
203617,IAO,ICY,2000,4
203618,IAO,ICY,2000,4
203619,IAO,ICY,2000,4
203620,IAO,ICY,2000,4
203621,IAO,ICY,2000,4
203622,IAO,ICY,2000,4
203623,IAO,ICY,2000,4
203624,IAO,ICY,2000,4
203625,IAO,ICY,2000,4
203626,IAO,ICY,2000,4
203627,IAO,ICY,2000,4
203628,IAO,ICY,2000,4
203629,IAO,ICY,2000,4
203630,IAO,ICY,2000,4
203631,IAO,ICY,2000,4
203632,IAO,ICY,2000,4
203633,IAO,ICY,2000,4
203634,IAO,ICY,2000,4
203635,IAO,ICY,2000,4
203636,IAO,ICY,2000,4
203637,IAO,ICY,2000,4
203638,IAO,ICY,2000,4
203639,IAO,ICY,2000,4
203640,IAO,ICY,2000,4
203641,IAO,ICY,2000,4
203642,IAO,ICY,2000,4
203643,IAO,ICY,2000,4
203644,IAO,ICY,2000,4
203645,IAO,ICY,2000,4
203646,IAO,ICY,2000,4
203647,IAO,ICY,2000,4
203648,IAO,ICY,2000,4
203649,IAO,ICY,2000,4
203650,IAO,ICY,2000,4
203651,IAO,ICY,2000,4
203652,IAO,ICY,2000,4
203653,IAO,ICY,2000,4
203654,IAO,ICY,2000,4
203655,IAO,ICY,2000,4
203656,IAO,ICY,2000,4
203657,IAO,ICY,2000,4
203658,IAO,ICY,2000,4
203659,IAO,ICY,2000,4
203660,IAO,ICY,2000,4
203661,IAO,ICY,2000,4
203662,IAO,ICY,2000,4
203663,IAO,ICY,2000,4
203664,IAO,ICY,2000,4
203665,IAO,ICY,2000,4
203666,IAO,ICY,2000,4
203667,IAO,ICY,2000,4
203668,IAO,ICY,2000,4
203669,IAO,ICY,2000,4
203670,IAO,ICY,2000,4
203671,IAO,ICY,2000,4
203672,IAO,ICY,2000,4
203673,IAO,ICY,2000,4
203674,IAO,ICY,2000,4
203675,IAO,ICY,2000,4
203676,IAO,ICY,2000,4
203677,IAO,ICY,2000,4
203678,IAO,ICY,2000,4
203679,IAO,ICY,2000,4
203680,IAO,ICY,2000,4
203681,IAO,ICY,2000,4
203682,IAO,ICY,2000,4
203683,IAO,ICY,2000,4
203684,IAO,ICY,2000,4
203685,IAO,ICY,2000,4
203686,IAO,ICY,2000,4
203687,IAO,ICY,2000,4
203688,IAO,ICY,2000,4
203689,IAO,ICY,2000,4
203690,IAO,ICY,2000,4
203691,IAO,ICY,2000,4
203692,IAO,ICY,2000,4
203693,IAO,ICY,2000,4
203694,IAO,ICY,2000,4
203695,IAO,ICY,2000,4
203696,IAO,ICY,2000,4
203697,IAO,ICY,2000,4
203698,IAO,ICY,2000,4
203699,IAO,ICY,2000,4
203700,IAO,ICY,2000,4
203701,IAO,ICY,2000,4
203702,IAO,ICY,2000,4
203703,IAO,ICY,2000,4
203704,IAO,ICY,2000,4
203705,IAO,ICY,2000,4
203706,IAO,ICY,2000,4
203707,IAO,ICY,2000,4
203708,IAO,ICY,2000,4
203709,IAO,ICY,2000,4
203710,IAO,ICY,2000,4
203711,IAO,ICY,2000,4
203712,IAO,ICY,2000,4
203713,IAO,ICY,2000,4
203714,IAO,ICY,2000,4
203715,IAO,ICY,2000,4
203716,IAO,ICY,2000,4
203717,IAO,ICY,2000,4
203718,IAO,ICY,2000,4
203719,IAO,ICY,2000,4
203720,IAO,ICY,2000,4
203721,IAO,ICY,2000,4
203722,IAO,ICY,2000,4
203723,IAO,ICY,2000,4
203724,IAO,ICY,2000,4
203725,IAO,ICY,2000,4
203726,IAO,ICY,2000,4
203727,IAO,ICY,2000,4
203728,IAO,ICY,2000,4
203729,IAO,ICY,2000,4
203730,IAO,ICY,2000,4
203731,IAO,ICY,2000,4
203732,IAO,ICY,2000,4
203733,IAO,ICY,2000,4
203734,IAO,ICY,2000,4
203735,IAO,ICY,2000,4
203736,IAO,ICY,2000,4
203737,IAO,ICY,2000,4
203738,IAO,ICY,2000,4
203739,IAO,ICY,2000,4
203740,IAO,ICY,2000,4
203741,IAO,ICY,2000,4
203742,IAO,ICY,2000,4
203743,IAO,ICY,2000,4
203744,IAO,ICY,2000,4
203745,IAO,ICY,2000,4
203746,IAO,ICY,2000,4
203747,IAO,ICY,2000,4
203748,IAO,ICY,2000,4
203749,IAO,ICY,2000,4
203750,IAO,ICY,2000,4
203751,IAO,ICY,2000,4
203752,IAO,ICY,2000,4
203753,IAO,ICY,2000,4
203754,IAO,ICY,2000,4
203755,IAO,ICY,2000,4
203756,IAO,ICY,2000,4
203757,IAO,ICY,2000,4
203758,IAO,ICY,2000,4
203759,IAO,ICY,2000,4
203760,IAO,ICY,2000,4
203761,IAO,ICY,2000,4
203762,IAO,ICY,2000,4
203763,IAO,ICY,2000,4
203764,IAO,ICY,2000,4
203765,IAO,ICY,2000,4
203766,IAO,ICY,2000,4
203767,IAO,ICY,2000,4
203768,IAO,ICY,2000,4
203769,IAO,ICY,2000,4
203770,IAO,ICY,2000,4
203771,IAO,ICY,2000,4
203772,IAO,ICY,2000,4
203773,IAO,ICY,2000,4
203774,IAO,ICY,2000,4
203775,IAO,ICY,2000,4
203776,IAO,ICY,2000,4
203777,IAO,ICY,2000,4
203778,IAO,ICY,2000,4
203779,IAO,ICY,2000,4
203780,IAO,ICY,2000,4
203781,IAO,ICY,2000,4
203782,IAO,ICY,2000,4
203783,IAO,ICY,2000,4
203784,IAO,ICY,2000,4
203785,IAO,ICY,2000,4
203786,IAO,ICY,2000,4
203787,IAO,ICY,2000,4
203788,IAO,ICY,2000,4
203789,IAO,ICY,2000,4
203790,IAO,ICY,2000,4
203791,IAO,ICY,2000,4
203792,IAO,ICY,2000,4
203793,IAO,ICY,2000,4
203794,IAO,ICY,2000,4
203795,IAO,ICY,2000,4
203796,IAO,ICY,2000,4
203797,IAO,ICY,2000,4
203798,IAO,ICY,2000,4
203799,IAO,ICY,2000,4
203800,IAO,ICY,2000,4
203801,IAO,ICY,2000,4
203802,IAO,ICY,2000,4
203803,IAO,ICY,2000,4
203804,IAO,ICY,2000,4
203805,IAO,ICY,2000,4
203806,IAO,ICY,2000,4
203807,IAO,ICY,2000,4
203808,IAO,ICY,2000,4
203809,IAO,ICY,2000,4
203810,IAO,ICY,2000,4
203811,IAO,ICY,2000,4
203812,IAO,ICY,2000,4
203813,IAO,ICY,2000,4
203814,IAO,ICY,2000,4
203815,IAO,ICY,2000,4
203816,IAO,ICY,2000,4
203817,IAO,ICY,2000,4
203818,IAO,ICY,2000,4
203819,IAO,ICY,2000,4
203820,IAO,ICY,2000,4
203821,IAO,ICY,2000,4
203822,IAO,ICY,2000,4
203823,IAO,ICY,2000,4
203824,IAO,ICY,2000,4
203825,IAO,ICY,2000,4
203826,IAO,ICY,2000,4
203827,IAO,ICY,2000,4
203828,IAO,ICY,2000,4
203829,IAO,ICY,2000,4
203830,IAO,ICY,2000,4
203831,IAO,ICY,2000,4
203832,IAO,ICY,2000,4
203833,IAO,ICY,2000,4
203834,IAO,ICY,2000,4
203835,IAO,ICY,2000,4
203836,IAO,ICY,2000,4
203837,IAO,ICY,2000,4
203838,IAO,ICY,2000,4
203839,IAO,ICY,2000,4
203840,IAO,ICY,2000,4
203841,IAO,ICY,2000,4
203842,IAO,ICY,2000,4
203843,IAO,ICY,2000,4
203844,IAO,ICY,2000,4
203845,IAO,ICY,2000,4
203846,IAO,ICY,2000,4
203847,IAO,ICY,2000,4
203848,IAO,ICY,2000,4
203849,IAO,ICY,2000,4
203850,IAO,ICY,2000,4
203851,IAO,ICY,2000,4
203852,IAO,ICY,2000,4
203853,IAO,ICY,2000,4
203854,IAO,ICY,2000,4
203855,IAO,ICY,2000,4
203856,IAO,ICY,2000,4
203857,IAO,ICY,2000,4
203858,IAO,ICY,2000,4
203859,IAO,ICY,2000,4
203860,IAO,ICY,2000,4
203861,IAO,ICY,2000,4
203862,IAO,ICY,2000,4
203863,IAO,ICY,2000,4
203864,IAO,ICY,2000,4
203865,IAO,ICY,2000,4
203866,IAO,ICY,2000,4
203867,IAO,ICY,2000,4
203868,IAO,ICY,2000,4
203869,IAO,ICY,2000,4
203870,IAO,ICY,2000,4
203871,IAO,ICY,2000,4
203872,IAO,ICY,2000,4
203873,IAO,ICY,2000,4
203874,IAO,ICY,2000,4
203875,IAO,ICY,2000,4
203876,IAO,ICY,2000,4
203877,IAO,ICY,2000,4
203878,IAO,ICY,2000,4
203879,IAO,ICY,2000,4
203880,IAO,ICY,2000,4
203881,IAO,ICY,2000,4
203882,IAO,ICY,2000,4
203883,IAO,ICY,2000,4
203884,IAO,ICY,2000,4
203885,IAO,ICY,2000,4
203886,IAO,ICY,2000,4
203887,IAO,ICY,2000,4
203888,IAO,ICY,2000,4
203889,IAO,ICY,2000,4
203890,IAO,ICY,2000,4
203891,IAO,ICY,2000,4
203892,IAO,ICY,2000,4
203893,IAO,ICY,2000,4
203894,IAO,ICY,2000,4
203895,IAO,ICY,2000,4
203896,IAO,ICY,2000,4
203897,IAO,ICY,2000,4
203898,IAO,ICY,2000,4
203899,IAO,ICY,2000,4
203900,IAO,ICY,2000,4
203901,IAO,ICY,2000,4
203902,IAO,ICY,2000,4
203903,IAO,ICY,2000,4
203904,IAO,ICY,2000,4
203905,IAO,ICY,2000,4
203906,IAO,ICY,2000,4
203907,IAO,ICY,2000,4
203908,IAO,ICY,2000,4
203909,IAO,ICY,2000,4
203910,IAO,ICY,2000,4
203911,IAO,ICY,2000,4
203912,IAO,ICY,2000,4
203913,IAO,ICY,2000,4
203914,IAO,ICY,2000,4
203915,IAO,ICY,2000,4
203916,IAO,ICY,2000,4
203917,IAO,ICY,2000,4
203918,IAO,ICY,2000,4
203919,IAO,ICY,2000,4
203920,IAO,ICY,2000,4
203921,IAO,ICY,2000,4
203922,IAO,ICY,2000,4
203923,IAO,ICY,2000,4
203924,IAO,ICY,2000,4
203925,IAO,ICY,2000,4
203926,IAO,ICY,2000,4
203927,IAO,ICY,2000,4
203928,IAO,ICY,2000,4
203929,IAO,ICY,2000,4
203930,IAO,ICY,2000,4
203931,IAO,ICY,2000,4
203932,IAO,ICY,2000,4
203933,IAO,ICY,2000,4
203934,IAO,ICY,2000,4
203935,IAO,ICY,2000,4
203936,IAO,ICY,2000,4
203937,IAO,ICY,2000,4
203938,IAO,ICY,2000,4
203939,IAO,ICY,2000,4
203940,IAO,ICY,2000,4
203941,IAO,ICY,2000,4
203942,IAO,ICY,2000,4
203943,IAO,ICY,2000,4
203944,IAO,ICY,2000,4
203945,IAO,ICY,2000,4
203946,IAO,ICY,2000,4
203947,IAO,ICY,2000,4
203948,IAO,ICY,2000,4
203949,IAO,ICY,2000,4
203950,IAO,ICY,2000,4
203951,IAO,ICY,2000,4
203952,IAO,ICY,2000,4
203953,IAO,ICY,2000,4
203954,IAO,ICY,2000,4
203955,IAO,ICY,2000,4
203956,IAO,ICY,2000,4
203957,IAO,ICY,2000,4
203958,IAO,ICY,2000,4
203959,IAO,ICY,2000,4
203960,IAO,ICY,2000,4
203961,IAO,ICY,2000,4
203962,IAO,ICY,2000,4
203963,IAO,ICY,2000,4
203964,IAO,ICY,2000,4
203965,IAO,ICY,2000,4
203966,IAO,ICY,2000,4
203967,IAO,ICY,2000,4
203968,IAO,ICY,2000,4
203969,IAO,ICY,2000,4
203970,IAO,ICY,2000,4
203971,IAO,ICY,2000,4
203972,IAO,ICY,2000,4
203973,IAO,ICY,2000,4
203974,IAO,ICY,2000,4
203975,IAO,ICY,2000,4
203976,IAO,ICY,2000,4
203977,IAO,ICY,2000,4
203978,IAO,ICY,2000,4
203979,IAO,ICY,2000,4
203980,IAO,ICY,2000,4
203981,IAO,ICY,2000,4
203982,IAO,ICY,2000,4
203983,IAO,ICY,2000,4
203984,IAO,ICY,2000,4
203985,IAO,ICY,2000,4
203986,IAO,ICY,2000,4
203987,IAO,ICY,2000,4
203988,IAO,ICY,2000,4
203989,IAO,ICY,2000,4
203990,IAO,ICY,2000,4
203991,IAO,ICY,2000,4
203992,IAO,ICY,2000,4
203993,IAO,ICY,2000,4
203994,IAO,ICY,2000,4
203995,IAO,ICY,2000,4
203996,IAO,ICY,2000,4
203997,IAO,ICY,2000,4
203998,IAO,ICY,2000,4
203999,IAO,ICY,2000,4
204000,IAO,ICY,2000,4
204001,IAO,ICY,2000,4
204002,IAO,ICY,2000,4
204003,IAO,ICY,2000,4
204004,IAO,ICY,2000,4
204005,IAO,ICY,2000,4
204006,IAO,ICY,2000,4
204007,IAO,ICY,2000,4
204008,IAO,ICY,2000,4
204009,IAO,ICY,2000,4
204010,IAO,ICY,2000,4
204011,IAO,ICY,2000,4
204012,IAO,ICY,2000,4
204013,IAO,ICY,2000,4
204014,IAO,ICY,2000,4
204015,IAO,ICY,2000,4
204016,IAO,ICY,2000,4
204017,IAO,ICY,2000,4
204018,IAO,ICY,2000,4
204019,IAO,ICY,2000,4
204020,IAO,ICY,2000,4
204021,IAO,ICY,2000,4
204022,IAO,ICY,2000,4
204023,IAO,ICY,2000,4
204024,IAO,ICY,2000,4
204025,IAO,ICY,2000,4
204026,IAO,ICY,2000,4
204027,IAO,ICY,2000,4
204028,IAO,ICY,2000,4
204029,IAO,ICY,2000,4
204030,IAO,ICY,2000,4
204031,IAO,ICY,2000,4
204032,IAO,ICY,2000,4
204033,IAO,ICY,2000,4
204034,IAO,ICY,2000,4
204035,IAO,ICY,2000,4
204036,IAO,ICY,2000,4
204037,IAO,ICY,2000,4
204038,IAO,ICY,2000,4
204039,IAO,ICY,2000,4
204040,IAO,ICY,2000,4
204041,IAO,ICY,2000,4
204042,IAO,ICY,2000,4
204043,IAO,ICY,2000,4
204044,IAO,ICY,2000,4
204045,IAO,ICY,2000,4
204046,IAO,ICY,2000,4
204047,IAO,ICY,2000,4
204048,IAO,ICY,2000,4
204049,IAO,ICY,2000,4
204050,IAO,ICY,2000,4
204051,IAO,ICY,2000,4
204052,IAO,ICY,2000,4
204053,IAO,ICY,2000,4
204054,IAO,ICY,2000,4
204055,IAO,ICY,2000,4
204056,IAO,ICY,2000,4
204057,IAO,ICY,2000,4
204058,IAO,ICY,2000,4
204059,IAO,ICY,2000,4
204060,IAO,ICY,2000,4
204061,IAO,ICY,2000,4
204062,IAO,ICY,2000,4
204063,IAO,ICY,2000,4
204064,IAO,ICY,2000,4
204065,IAO,ICY,2000,4
204066,IAO,ICY,2000,4
204067,IAO,ICY,2000,4
204068,IAO,ICY,2000,4
204069,IAO,ICY,2000,4
204070,IAO,ICY,2000,4
204071,IAO,ICY,2000,4
204072,IAO,ICY,2000,4
204073,IAO,ICY,2000,4
204074,IAO,ICY,2000,4
204075,IAO,ICY,2000,4
204076,IAO,ICY,2000,4
204077,IAO,ICY,2000,4
204078,IAO,ICY,2000,4
204079,IAO,ICY,2000,4
204080,IAO,ICY,2000,4
204081,IAO,ICY,2000,4
204082,IAO,ICY,2000,4
204083,IAO,ICY,2000,4
204084,IAO,ICY,2000,4
204085,IAO,ICY,2000,4
204086,IAO,ICY,2000,4
204087,IAO,ICY,2000,4
204088,IAO,ICY,2000,4
204089,IAO,ICY,2000,4
204090,IAO,ICY,2000,4
204091,IAO,ICY,2000,4
204092,IAO,ICY,2000,4
204093,IAO,ICY,2000,4
204094,IAO,ICY,2000,4
204095,IAO,ICY,2000,4
204096,IAO,ICY,2000,4
204097,IAO,ICY,2000,4
204098,IAO,ICY,2000,4
204099,IAO,ICY,2000,4
204100,IAO,ICY,2000,4
204101,IAO,ICY,2000,4
204102,IAO,ICY,2000,4
204103,IAO,ICY,2000,4
204104,IAO,ICY,2000,4
204105,IAO,ICY,2000,4
204106,IAO,ICY,2000,4
204107,IAO,ICY,2000,4
204108,IAO,ICY,2000,4
204109,IAO,ICY,2000,4
204110,IAO,ICY,2000,4
204111,IAO,ICY,2000,4
204112,IAO,ICY,2000,4
204113,IAO,ICY,2000,4
204114,IAO,ICY,2000,4
204115,IAO,ICY,2000,4
204116,IAO,ICY,2000,4
204117,IAO,ICY,2000,4
204118,IAO,ICY,2000,4
204119,IAO,ICY,2000,4
204120,IAO,ICY,2000,4
204121,IAO,ICY,2000,4
204122,IAO,ICY,2000,4
204123,IAO,ICY,2000,4
204124,IAO,ICY,2000,4
204125,IAO,ICY,2000,4
204126,IAO,ICY,2000,4
204127,IAO,ICY,2000,4
204128,IAO,ICY,2000,4
204129,IAO,ICY,2000,4
204130,IAO,ICY,2000,4
204131,IAO,ICY,2000,4
204132,IAO,ICY,2000,4
204133,IAO,ICY,2000,4
204134,IAO,ICY,2000,4
204135,IAO,ICY,2000,4
204136,IAO,ICY,2000,4
204137,IAO,ICY,2000,4
204138,IAO,ICY,2000,4
204139,IAO,ICY,2000,4
204140,IAO,ICY,2000,4
204141,IAO,ICY,2000,4
204142,IAO,ICY,2000,4
204143,IAO,ICY,2000,4
204144,IAO,ICY,2000,4
