ticketId,source,destination,fare,tax
104407,IAO,ICY,1000,2
104408,IAO,ICY,1000,2
104409,IAO,ICY,1000,2
104410,IAO,ICY,1000,2
104411,IAO,ICY,1000,2
104412,IAO,ICY,1000,2
104413,IAO,ICY,1000,2
104414,IAO,ICY,1000,2
104415,IAO,ICY,1000,2
104416,IAO,ICY,1000,2
104417,IAO,ICY,1000,2
104418,IAO,ICY,1000,2
104419,IAO,ICY,1000,2
104420,IAO,ICY,1000,2
104421,IAO,ICY,1000,2
104422,IAO,ICY,1000,2
104423,IAO,ICY,1000,2
104424,IAO,ICY,1000,2
104425,IAO,ICY,1000,2
104426,IAO,ICY,1000,2
104427,IAO,ICY,1000,2
104428,IAO,ICY,1000,2
104429,IAO,ICY,1000,2
104430,IAO,ICY,1000,2
104431,IAO,ICY,1000,2
104432,IAO,ICY,1000,2
104433,IAO,ICY,1000,2
104434,IAO,ICY,1000,2
104435,IAO,ICY,1000,2
104436,IAO,ICY,1000,2
104437,IAO,ICY,1000,2
104438,IAO,ICY,1000,2
104439,IAO,ICY,1000,2
104440,IAO,ICY,1000,2
104441,IAO,ICY,1000,2
104442,IAO,ICY,1000,2
104443,IAO,ICY,1000,2
104444,IAO,ICY,1000,2
104445,IAO,ICY,1000,2
104446,IAO,ICY,1000,2
104447,IAO,ICY,1000,2
104448,IAO,ICY,1000,2
104449,IAO,ICY,1000,2
104450,IAO,ICY,1000,2
104451,IAO,ICY,1000,2
104452,IAO,ICY,1000,2
104453,IAO,ICY,1000,2
104454,IAO,ICY,1000,2
104455,IAO,ICY,1000,2
104456,IAO,ICY,1000,2
104457,IAO,ICY,1000,2
104458,IAO,ICY,1000,2
104459,IAO,ICY,1000,2
104460,IAO,ICY,1000,2
104461,IAO,ICY,1000,2
104462,IAO,ICY,1000,2
104463,IAO,ICY,1000,2
104464,IAO,ICY,1000,2
104465,IAO,ICY,1000,2
104466,IAO,ICY,1000,2
104467,IAO,ICY,1000,2
104468,IAO,ICY,1000,2
104469,IAO,ICY,1000,2
104470,IAO,ICY,1000,2
104471,IAO,ICY,1000,2
104472,IAO,ICY,1000,2
104473,IAO,ICY,1000,2
104474,IAO,ICY,1000,2
104475,IAO,ICY,1000,2
104476,IAO,ICY,1000,2
104477,IAO,ICY,1000,2
104478,IAO,ICY,1000,2
104479,IAO,ICY,1000,2
104480,IAO,ICY,1000,2
104481,IAO,ICY,1000,2
104482,IAO,ICY,1000,2
104483,IAO,ICY,1000,2
104484,IAO,ICY,1000,2
104485,IAO,ICY,1000,2
104486,IAO,ICY,1000,2
104487,IAO,ICY,1000,2
104488,IAO,ICY,1000,2
104489,IAO,ICY,1000,2
104490,IAO,ICY,1000,2
104491,IAO,ICY,1000,2
104492,IAO,ICY,1000,2
104493,IAO,ICY,1000,2
104494,IAO,ICY,1000,2
104495,IAO,ICY,1000,2
104496,IAO,ICY,1000,2
104497,IAO,ICY,1000,2
104498,IAO,ICY,1000,2
104499,IAO,ICY,1000,2
104500,IAO,ICY,1000,2
104501,IAO,ICY,1000,2
104502,IAO,ICY,1000,2
104503,IAO,ICY,1000,2
104504,IAO,ICY,1000,2
104505,IAO,ICY,1000,2
104506,IAO,ICY,1000,2
104507,IAO,ICY,1000,2
104508,IAO,ICY,1000,2
104509,IAO,ICY,1000,2
104510,IAO,ICY,1000,2
104511,IAO,ICY,1000,2
104512,IAO,ICY,1000,2
104513,IAO,ICY,1000,2
104514,IAO,ICY,1000,2
104515,IAO,ICY,1000,2
104516,IAO,ICY,1000,2
104517,IAO,ICY,1000,2
104518,IAO,ICY,1000,2
104519,IAO,ICY,1000,2
104520,IAO,ICY,1000,2
104521,IAO,ICY,1000,2
104522,IAO,ICY,1000,2
104523,IAO,ICY,1000,2
104524,IAO,ICY,1000,2
104525,IAO,ICY,1000,2
104526,IAO,ICY,1000,2
104527,IAO,ICY,1000,2
104528,IAO,ICY,1000,2
104529,IAO,ICY,1000,2
104530,IAO,ICY,1000,2
104531,IAO,ICY,1000,2
104532,IAO,ICY,1000,2
104533,IAO,ICY,1000,2
104534,IAO,ICY,1000,2
104535,IAO,ICY,1000,2
104536,IAO,ICY,1000,2
104537,IAO,ICY,1000,2
104538,IAO,ICY,1000,2
104539,IAO,ICY,1000,2
104540,IAO,ICY,1000,2
104541,IAO,ICY,1000,2
104542,IAO,ICY,1000,2
104543,IAO,ICY,1000,2
104544,IAO,ICY,1000,2
104545,IAO,ICY,1000,2
104546,IAO,ICY,1000,2
104547,IAO,ICY,1000,2
104548,IAO,ICY,1000,2
104549,IAO,ICY,1000,2
104550,IAO,ICY,1000,2
104551,IAO,ICY,1000,2
104552,IAO,ICY,1000,2
104553,IAO,ICY,1000,2
104554,IAO,ICY,1000,2
104555,IAO,ICY,1000,2
104556,IAO,ICY,1000,2
104557,IAO,ICY,1000,2
104558,IAO,ICY,1000,2
104559,IAO,ICY,1000,2
104560,IAO,ICY,1000,2
104561,IAO,ICY,1000,2
104562,IAO,ICY,1000,2
104563,IAO,ICY,1000,2
104564,IAO,ICY,1000,2
104565,IAO,ICY,1000,2
104566,IAO,ICY,1000,2
104567,IAO,ICY,1000,2
104568,IAO,ICY,1000,2
104569,IAO,ICY,1000,2
104570,IAO,ICY,1000,2
104571,IAO,ICY,1000,2
104572,IAO,ICY,1000,2
104573,IAO,ICY,1000,2
104574,IAO,ICY,1000,2
104575,IAO,ICY,1000,2
104576,IAO,ICY,1000,2
104577,IAO,ICY,1000,2
104578,IAO,ICY,1000,2
104579,IAO,ICY,1000,2
104580,IAO,ICY,1000,2
104581,IAO,ICY,1000,2
104582,IAO,ICY,1000,2
104583,IAO,ICY,1000,2
104584,IAO,ICY,1000,2
104585,IAO,ICY,1000,2
104586,IAO,ICY,1000,2
104587,IAO,ICY,1000,2
104588,IAO,ICY,1000,2
104589,IAO,ICY,1000,2
104590,IAO,ICY,1000,2
104591,IAO,ICY,1000,2
104592,IAO,ICY,1000,2
104593,IAO,ICY,1000,2
104594,IAO,ICY,1000,2
104595,IAO,ICY,1000,2
104596,IAO,ICY,1000,2
104597,IAO,ICY,1000,2
104598,IAO,ICY,1000,2
104599,IAO,ICY,1000,2
104600,IAO,ICY,1000,2
104601,IAO,ICY,1000,2
104602,IAO,ICY,1000,2
104603,IAO,ICY,1000,2
104604,IAO,ICY,1000,2
104605,IAO,ICY,1000,2
104606,IAO,ICY,1000,2
104607,IAO,ICY,1000,2
104608,IAO,ICY,1000,2
104609,IAO,ICY,1000,2
104610,IAO,ICY,1000,2
104611,IAO,ICY,1000,2
104612,IAO,ICY,1000,2
104613,IAO,ICY,1000,2
104614,IAO,ICY,1000,2
104615,IAO,ICY,1000,2
104616,IAO,ICY,1000,2
104617,IAO,ICY,1000,2
104618,IAO,ICY,1000,2
104619,IAO,ICY,1000,2
104620,IAO,ICY,1000,2
104621,IAO,ICY,1000,2
104622,IAO,ICY,1000,2
104623,IAO,ICY,1000,2
104624,IAO,ICY,1000,2
104625,IAO,ICY,1000,2
104626,IAO,ICY,1000,2
104627,IAO,ICY,1000,2
104628,IAO,ICY,1000,2
104629,IAO,ICY,1000,2
104630,IAO,ICY,1000,2
104631,IAO,ICY,1000,2
104632,IAO,ICY,1000,2
104633,IAO,ICY,1000,2
104634,IAO,ICY,1000,2
104635,IAO,ICY,1000,2
104636,IAO,ICY,1000,2
104637,IAO,ICY,1000,2
104638,IAO,ICY,1000,2
104639,IAO,ICY,1000,2
104640,IAO,ICY,1000,2
104641,IAO,ICY,1000,2
104642,IAO,ICY,1000,2
104643,IAO,ICY,1000,2
104644,IAO,ICY,1000,2
104645,IAO,ICY,1000,2
104646,IAO,ICY,1000,2
104647,IAO,ICY,1000,2
104648,IAO,ICY,1000,2
104649,IAO,ICY,1000,2
104650,IAO,ICY,1000,2
104651,IAO,ICY,1000,2
104652,IAO,ICY,1000,2
104653,IAO,ICY,1000,2
104654,IAO,ICY,1000,2
104655,IAO,ICY,1000,2
104656,IAO,ICY,1000,2
104657,IAO,ICY,1000,2
104658,IAO,ICY,1000,2
104659,IAO,ICY,1000,2
104660,IAO,ICY,1000,2
104661,IAO,ICY,1000,2
104662,IAO,ICY,1000,2
104663,IAO,ICY,1000,2
104664,IAO,ICY,1000,2
104665,IAO,ICY,1000,2
104666,IAO,ICY,1000,2
104667,IAO,ICY,1000,2
104668,IAO,ICY,1000,2
104669,IAO,ICY,1000,2
104670,IAO,ICY,1000,2
104671,IAO,ICY,1000,2
104672,IAO,ICY,1000,2
104673,IAO,ICY,1000,2
104674,IAO,ICY,1000,2
104675,IAO,ICY,1000,2
104676,IAO,ICY,1000,2
104677,IAO,ICY,1000,2
104678,IAO,ICY,1000,2
104679,IAO,ICY,1000,2
104680,IAO,ICY,1000,2
104681,IAO,ICY,1000,2
104682,IAO,ICY,1000,2
104683,IAO,ICY,1000,2
104684,IAO,ICY,1000,2
104685,IAO,ICY,1000,2
104686,IAO,ICY,1000,2
104687,IAO,ICY,1000,2
104688,IAO,ICY,1000,2
104689,IAO,ICY,1000,2
104690,IAO,ICY,1000,2
104691,IAO,ICY,1000,2
104692,IAO,ICY,1000,2
104693,IAO,ICY,1000,2
104694,IAO,ICY,1000,2
104695,IAO,ICY,1000,2
104696,IAO,ICY,1000,2
104697,IAO,ICY,1000,2
104698,IAO,ICY,1000,2
104699,IAO,ICY,1000,2
104700,IAO,ICY,1000,2
104701,IAO,ICY,1000,2
104702,IAO,ICY,1000,2
104703,IAO,ICY,1000,2
104704,IAO,ICY,1000,2
104705,IAO,ICY,1000,2
104706,IAO,ICY,1000,2
104707,IAO,ICY,1000,2
104708,IAO,ICY,1000,2
104709,IAO,ICY,1000,2
104710,IAO,ICY,1000,2
104711,IAO,ICY,1000,2
104712,IAO,ICY,1000,2
104713,IAO,ICY,1000,2
104714,IAO,ICY,1000,2
104715,IAO,ICY,1000,2
104716,IAO,ICY,1000,2
104717,IAO,ICY,1000,2
104718,IAO,ICY,1000,2
104719,IAO,ICY,1000,2
104720,IAO,ICY,1000,2
104721,IAO,ICY,1000,2
104722,IAO,ICY,1000,2
104723,IAO,ICY,1000,2
104724,IAO,ICY,1000,2
104725,IAO,ICY,1000,2
104726,IAO,ICY,1000,2
104727,IAO,ICY,1000,2
104728,IAO,ICY,1000,2
104729,IAO,ICY,1000,2
104730,IAO,ICY,1000,2
104731,IAO,ICY,1000,2
104732,IAO,ICY,1000,2
104733,IAO,ICY,1000,2
104734,IAO,ICY,1000,2
104735,IAO,ICY,1000,2
104736,IAO,ICY,1000,2
104737,IAO,ICY,1000,2
104738,IAO,ICY,1000,2
104739,IAO,ICY,1000,2
104740,IAO,ICY,1000,2
104741,IAO,ICY,1000,2
104742,IAO,ICY,1000,2
104743,IAO,ICY,1000,2
104744,IAO,ICY,1000,2
104745,IAO,ICY,1000,2
104746,IAO,ICY,1000,2
104747,IAO,ICY,1000,2
104748,IAO,ICY,1000,2
104749,IAO,ICY,1000,2
104750,IAO,ICY,1000,2
104751,IAO,ICY,1000,2
104752,IAO,ICY,1000,2
104753,IAO,ICY,1000,2
104754,IAO,ICY,1000,2
104755,IAO,ICY,1000,2
104756,IAO,ICY,1000,2
104757,IAO,ICY,1000,2
104758,IAO,ICY,1000,2
104759,IAO,ICY,1000,2
104760,IAO,ICY,1000,2
104761,IAO,ICY,1000,2
104762,IAO,ICY,1000,2
104763,IAO,ICY,1000,2
104764,IAO,ICY,1000,2
104765,IAO,ICY,1000,2
104766,IAO,ICY,1000,2
104767,IAO,ICY,1000,2
104768,IAO,ICY,1000,2
104769,IAO,ICY,1000,2
104770,IAO,ICY,1000,2
104771,IAO,ICY,1000,2
104772,IAO,ICY,1000,2
104773,IAO,ICY,1000,2
104774,IAO,ICY,1000,2
104775,IAO,ICY,1000,2
104776,IAO,ICY,1000,2
104777,IAO,ICY,1000,2
104778,IAO,ICY,1000,2
104779,IAO,ICY,1000,2
104780,IAO,ICY,1000,2
104781,IAO,ICY,1000,2
104782,IAO,ICY,1000,2
104783,IAO,ICY,1000,2
104784,IAO,ICY,1000,2
104785,IAO,ICY,1000,2
104786,IAO,ICY,1000,2
104787,IAO,ICY,1000,2
104788,IAO,ICY,1000,2
104789,IAO,ICY,1000,2
104790,IAO,ICY,1000,2
104791,IAO,ICY,1000,2
104792,IAO,ICY,1000,2
104793,IAO,ICY,1000,2
104794,IAO,ICY,1000,2
104795,IAO,ICY,1000,2
104796,IAO,ICY,1000,2
104797,IAO,ICY,1000,2
104798,IAO,ICY,1000,2
104799,IAO,ICY,1000,2
104800,IAO,ICY,1000,2
104801,IAO,ICY,1000,2
104802,IAO,ICY,1000,2
104803,IAO,ICY,1000,2
104804,IAO,ICY,1000,2
104805,IAO,ICY,1000,2
104806,IAO,ICY,1000,2
104807,IAO,ICY,1000,2
104808,IAO,ICY,1000,2
104809,IAO,ICY,1000,2
104810,IAO,ICY,1000,2
104811,IAO,ICY,1000,2
104812,IAO,ICY,1000,2
104813,IAO,ICY,1000,2
104814,IAO,ICY,1000,2
104815,IAO,ICY,1000,2
104816,IAO,ICY,1000,2
104817,IAO,ICY,1000,2
104818,IAO,ICY,1000,2
104819,IAO,ICY,1000,2
104820,IAO,ICY,1000,2
104821,IAO,ICY,1000,2
104822,IAO,ICY,1000,2
104823,IAO,ICY,1000,2
104824,IAO,ICY,1000,2
104825,IAO,ICY,1000,2
104826,IAO,ICY,1000,2
104827,IAO,ICY,1000,2
104828,IAO,ICY,1000,2
104829,IAO,ICY,1000,2
104830,IAO,ICY,1000,2
104831,IAO,ICY,1000,2
104832,IAO,ICY,1000,2
104833,IAO,ICY,1000,2
104834,IAO,ICY,1000,2
104835,IAO,ICY,1000,2
104836,IAO,ICY,1000,2
104837,IAO,ICY,1000,2
104838,IAO,ICY,1000,2
104839,IAO,ICY,1000,2
104840,IAO,ICY,1000,2
104841,IAO,ICY,1000,2
104842,IAO,ICY,1000,2
104843,IAO,ICY,1000,2
104844,IAO,ICY,1000,2
104845,IAO,ICY,1000,2
104846,IAO,ICY,1000,2
104847,IAO,ICY,1000,2
104848,IAO,ICY,1000,2
104849,IAO,ICY,1000,2
104850,IAO,ICY,1000,2
104851,IAO,ICY,1000,2
104852,IAO,ICY,1000,2
104853,IAO,ICY,1000,2
104854,IAO,ICY,1000,2
104855,IAO,ICY,1000,2
104856,IAO,ICY,1000,2
104857,IAO,ICY,1000,2
104858,IAO,ICY,1000,2
104859,IAO,ICY,1000,2
104860,IAO,ICY,1000,2
104861,IAO,ICY,1000,2
104862,IAO,ICY,1000,2
104863,IAO,ICY,1000,2
104864,IAO,ICY,1000,2
104865,IAO,ICY,1000,2
104866,IAO,ICY,1000,2
104867,IAO,ICY,1000,2
104868,IAO,ICY,1000,2
104869,IAO,ICY,1000,2
104870,IAO,ICY,1000,2
104871,IAO,ICY,1000,2
104872,IAO,ICY,1000,2
104873,IAO,ICY,1000,2
104874,IAO,ICY,1000,2
104875,IAO,ICY,1000,2
104876,IAO,ICY,1000,2
104877,IAO,ICY,1000,2
104878,IAO,ICY,1000,2
104879,IAO,ICY,1000,2
104880,IAO,ICY,1000,2
104881,IAO,ICY,1000,2
104882,IAO,ICY,1000,2
104883,IAO,ICY,1000,2
104884,IAO,ICY,1000,2
104885,IAO,ICY,1000,2
104886,IAO,ICY,1000,2
104887,IAO,ICY,1000,2
104888,IAO,ICY,1000,2
104889,IAO,ICY,1000,2
104890,IAO,ICY,1000,2
104891,IAO,ICY,1000,2
104892,IAO,ICY,1000,2
104893,IAO,ICY,1000,2
104894,IAO,ICY,1000,2
104895,IAO,ICY,1000,2
104896,IAO,ICY,1000,2
104897,IAO,ICY,1000,2
104898,IAO,ICY,1000,2
104899,IAO,ICY,1000,2
104900,IAO,ICY,1000,2
104901,IAO,ICY,1000,2
104902,IAO,ICY,1000,2
104903,IAO,ICY,1000,2
104904,IAO,ICY,1000,2
104905,IAO,ICY,1000,2
104906,IAO,ICY,1000,2
104907,IAO,ICY,1000,2
104908,IAO,ICY,1000,2
104909,IAO,ICY,1000,2
104910,IAO,ICY,1000,2
104911,IAO,ICY,1000,2
104912,IAO,ICY,1000,2
104913,IAO,ICY,1000,2
104914,IAO,ICY,1000,2
104915,IAO,ICY,1000,2
104916,IAO,ICY,1000,2
104917,IAO,ICY,1000,2
104918,IAO,ICY,1000,2
104919,IAO,ICY,1000,2
104920,IAO,ICY,1000,2
104921,IAO,ICY,1000,2
104922,IAO,ICY,1000,2
104923,IAO,ICY,1000,2
104924,IAO,ICY,1000,2
104925,IAO,ICY,1000,2
104926,IAO,ICY,1000,2
104927,IAO,ICY,1000,2
104928,IAO,ICY,1000,2
104929,IAO,ICY,1000,2
104930,IAO,ICY,1000,2
104931,IAO,ICY,1000,2
104932,IAO,ICY,1000,2
104933,IAO,ICY,1000,2
104934,IAO,ICY,1000,2
104935,IAO,ICY,1000,2
104936,IAO,ICY,1000,2
104937,IAO,ICY,1000,2
104938,IAO,ICY,1000,2
104939,IAO,ICY,1000,2
104940,IAO,ICY,1000,2
104941,IAO,ICY,1000,2
104942,IAO,ICY,1000,2
104943,IAO,ICY,1000,2
104944,IAO,ICY,1000,2
104945,IAO,ICY,1000,2
104946,IAO,ICY,1000,2
104947,IAO,ICY,1000,2
104948,IAO,ICY,1000,2
104949,IAO,ICY,1000,2
104950,IAO,ICY,1000,2
104951,IAO,ICY,1000,2
104952,IAO,ICY,1000,2
104953,IAO,ICY,1000,2
104954,IAO,ICY,1000,2
104955,IAO,ICY,1000,2
104956,IAO,ICY,1000,2
104957,IAO,ICY,1000,2
104958,IAO,ICY,1000,2
104959,IAO,ICY,1000,2
104960,IAO,ICY,1000,2
104961,IAO,ICY,1000,2
104962,IAO,ICY,1000,2
104963,IAO,ICY,1000,2
104964,IAO,ICY,1000,2
104965,IAO,ICY,1000,2
104966,IAO,ICY,1000,2
104967,IAO,ICY,1000,2
104968,IAO,ICY,1000,2
104969,IAO,ICY,1000,2
104970,IAO,ICY,1000,2
104971,IAO,ICY,1000,2
104972,IAO,ICY,1000,2
104973,IAO,ICY,1000,2
104974,IAO,ICY,1000,2
104975,IAO,ICY,1000,2
104976,IAO,ICY,1000,2
104977,IAO,ICY,1000,2
104978,IAO,ICY,1000,2
104979,IAO,ICY,1000,2
104980,IAO,ICY,1000,2
104981,IAO,ICY,1000,2
104982,IAO,ICY,1000,2
104983,IAO,ICY,1000,2
104984,IAO,ICY,1000,2
104985,IAO,ICY,1000,2
104986,IAO,ICY,1000,2
104987,IAO,ICY,1000,2
104988,IAO,ICY,1000,2
104989,IAO,ICY,1000,2
104990,IAO,ICY,1000,2
104991,IAO,ICY,1000,2
104992,IAO,ICY,1000,2
104993,IAO,ICY,1000,2
104994,IAO,ICY,1000,2
104995,IAO,ICY,1000,2
104996,IAO,ICY,1000,2
104997,IAO,ICY,1000,2
104998,IAO,ICY,1000,2
104999,IAO,ICY,1000,2
105000,IAO,ICY,1000,2
105001,IAO,ICY,1000,2
105002,IAO,ICY,1000,2
105003,IAO,ICY,1000,2
105004,IAO,ICY,1000,2
105005,IAO,ICY,1000,2
105006,IAO,ICY,1000,2
105007,IAO,ICY,1000,2
105008,IAO,ICY,1000,2
105009,IAO,ICY,1000,2
105010,IAO,ICY,1000,2
105011,IAO,ICY,1000,2
105012,IAO,ICY,1000,2
105013,IAO,ICY,1000,2
105014,IAO,ICY,1000,2
105015,IAO,ICY,1000,2
105016,IAO,ICY,1000,2
105017,IAO,ICY,1000,2
105018,IAO,ICY,1000,2
105019,IAO,ICY,1000,2
105020,IAO,ICY,1000,2
105021,IAO,ICY,1000,2
105022,IAO,ICY,1000,2
105023,IAO,ICY,1000,2
105024,IAO,ICY,1000,2
105025,IAO,ICY,1000,2
105026,IAO,ICY,1000,2
105027,IAO,ICY,1000,2
105028,IAO,ICY,1000,2
105029,IAO,ICY,1000,2
105030,IAO,ICY,1000,2
105031,IAO,ICY,1000,2
105032,IAO,ICY,1000,2
105033,IAO,ICY,1000,2
105034,IAO,ICY,1000,2
105035,IAO,ICY,1000,2
105036,IAO,ICY,1000,2
105037,IAO,ICY,1000,2
105038,IAO,ICY,1000,2
105039,IAO,ICY,1000,2
105040,IAO,ICY,1000,2
105041,IAO,ICY,1000,2
105042,IAO,ICY,1000,2
105043,IAO,ICY,1000,2
105044,IAO,ICY,1000,2
105045,IAO,ICY,1000,2
105046,IAO,ICY,1000,2
105047,IAO,ICY,1000,2
105048,IAO,ICY,1000,2
105049,IAO,ICY,1000,2
105050,IAO,ICY,1000,2
105051,IAO,ICY,1000,2
105052,IAO,ICY,1000,2
105053,IAO,ICY,1000,2
105054,IAO,ICY,1000,2
105055,IAO,ICY,1000,2
105056,IAO,ICY,1000,2
105057,IAO,ICY,1000,2
105058,IAO,ICY,1000,2
105059,IAO,ICY,1000,2
105060,IAO,ICY,1000,2
105061,IAO,ICY,1000,2
105062,IAO,ICY,1000,2
105063,IAO,ICY,1000,2
105064,IAO,ICY,1000,2
105065,IAO,ICY,1000,2
105066,IAO,ICY,1000,2
105067,IAO,ICY,1000,2
105068,IAO,ICY,1000,2
105069,IAO,ICY,1000,2
105070,IAO,ICY,1000,2
105071,IAO,ICY,1000,2
105072,IAO,ICY,1000,2
105073,IAO,ICY,1000,2
105074,IAO,ICY,1000,2
105075,IAO,ICY,1000,2
105076,IAO,ICY,1000,2
105077,IAO,ICY,1000,2
105078,IAO,ICY,1000,2
105079,IAO,ICY,1000,2
105080,IAO,ICY,1000,2
105081,IAO,ICY,1000,2
105082,IAO,ICY,1000,2
105083,IAO,ICY,1000,2
105084,IAO,ICY,1000,2
105085,IAO,ICY,1000,2
105086,IAO,ICY,1000,2
105087,IAO,ICY,1000,2
105088,IAO,ICY,1000,2
105089,IAO,ICY,1000,2
105090,IAO,ICY,1000,2
105091,IAO,ICY,1000,2
105092,IAO,ICY,1000,2
105093,IAO,ICY,1000,2
105094,IAO,ICY,1000,2
105095,IAO,ICY,1000,2
105096,IAO,ICY,1000,2
105097,IAO,ICY,1000,2
105098,IAO,ICY,1000,2
105099,IAO,ICY,1000,2
105100,IAO,ICY,1000,2
105101,IAO,ICY,1000,2
105102,IAO,ICY,1000,2
105103,IAO,ICY,1000,2
105104,IAO,ICY,1000,2
105105,IAO,ICY,1000,2
105106,IAO,ICY,1000,2
105107,IAO,ICY,1000,2
105108,IAO,ICY,1000,2
105109,IAO,ICY,1000,2
105110,IAO,ICY,1000,2
105111,IAO,ICY,1000,2
105112,IAO,ICY,1000,2
105113,IAO,ICY,1000,2
105114,IAO,ICY,1000,2
105115,IAO,ICY,1000,2
105116,IAO,ICY,1000,2
105117,IAO,ICY,1000,2
105118,IAO,ICY,1000,2
105119,IAO,ICY,1000,2
105120,IAO,ICY,1000,2
105121,IAO,ICY,1000,2
105122,IAO,ICY,1000,2
105123,IAO,ICY,1000,2
105124,IAO,ICY,1000,2
105125,IAO,ICY,1000,2
105126,IAO,ICY,1000,2
105127,IAO,ICY,1000,2
105128,IAO,ICY,1000,2
105129,IAO,ICY,1000,2
105130,IAO,ICY,1000,2
105131,IAO,ICY,1000,2
105132,IAO,ICY,1000,2
105133,IAO,ICY,1000,2
105134,IAO,ICY,1000,2
105135,IAO,ICY,1000,2
105136,IAO,ICY,1000,2
105137,IAO,ICY,1000,2
105138,IAO,ICY,1000,2
105139,IAO,ICY,1000,2
105140,IAO,ICY,1000,2
105141,IAO,ICY,1000,2
105142,IAO,ICY,1000,2
105143,IAO,ICY,1000,2
105144,IAO,ICY,1000,2
105145,IAO,ICY,1000,2
105146,IAO,ICY,1000,2
105147,IAO,ICY,1000,2
105148,IAO,ICY,1000,2
105149,IAO,ICY,1000,2
105150,IAO,ICY,1000,2
105151,IAO,ICY,1000,2
105152,IAO,ICY,1000,2
105153,IAO,ICY,1000,2
105154,IAO,ICY,1000,2
105155,IAO,ICY,1000,2
105156,IAO,ICY,1000,2
105157,IAO,ICY,1000,2
105158,IAO,ICY,1000,2
105159,IAO,ICY,1000,2
105160,IAO,ICY,1000,2
105161,IAO,ICY,1000,2
105162,IAO,ICY,1000,2
105163,IAO,ICY,1000,2
105164,IAO,ICY,1000,2
105165,IAO,ICY,1000,2
105166,IAO,ICY,1000,2
105167,IAO,ICY,1000,2
105168,IAO,ICY,1000,2
105169,IAO,ICY,1000,2
105170,IAO,ICY,1000,2
105171,IAO,ICY,1000,2
105172,IAO,ICY,1000,2
105173,IAO,ICY,1000,2
105174,IAO,ICY,1000,2
105175,IAO,ICY,1000,2
105176,IAO,ICY,1000,2
105177,IAO,ICY,1000,2
105178,IAO,ICY,1000,2
105179,IAO,ICY,1000,2
105180,IAO,ICY,1000,2
105181,IAO,ICY,1000,2
105182,IAO,ICY,1000,2
105183,IAO,ICY,1000,2
105184,IAO,ICY,1000,2
105185,IAO,ICY,1000,2
105186,IAO,ICY,1000,2
105187,IAO,ICY,1000,2
105188,IAO,ICY,1000,2
105189,IAO,ICY,1000,2
105190,IAO,ICY,1000,2
105191,IAO,ICY,1000,2
105192,IAO,ICY,1000,2
105193,IAO,ICY,1000,2
105194,IAO,ICY,1000,2
105195,IAO,ICY,1000,2
105196,IAO,ICY,1000,2
105197,IAO,ICY,1000,2
105198,IAO,ICY,1000,2
105199,IAO,ICY,1000,2
105200,IAO,ICY,1000,2
105201,IAO,ICY,1000,2
105202,IAO,ICY,1000,2
105203,IAO,ICY,1000,2
105204,IAO,ICY,1000,2
105205,IAO,ICY,1000,2
105206,IAO,ICY,1000,2
105207,IAO,ICY,1000,2
105208,IAO,ICY,1000,2
105209,IAO,ICY,1000,2
105210,IAO,ICY,1000,2
105211,IAO,ICY,1000,2
105212,IAO,ICY,1000,2
105213,IAO,ICY,1000,2
105214,IAO,ICY,1000,2
105215,IAO,ICY,1000,2
105216,IAO,ICY,1000,2
105217,IAO,ICY,1000,2
105218,IAO,ICY,1000,2
105219,IAO,ICY,1000,2
105220,IAO,ICY,1000,2
105221,IAO,ICY,1000,2
105222,IAO,ICY,1000,2
105223,IAO,ICY,1000,2
105224,IAO,ICY,1000,2
105225,IAO,ICY,1000,2
105226,IAO,ICY,1000,2
105227,IAO,ICY,1000,2
105228,IAO,ICY,1000,2
105229,IAO,ICY,1000,2
105230,IAO,ICY,1000,2
105231,IAO,ICY,1000,2
105232,IAO,ICY,1000,2
105233,IAO,ICY,1000,2
105234,IAO,ICY,1000,2
105235,IAO,ICY,1000,2
105236,IAO,ICY,1000,2
105237,IAO,ICY,1000,2
105238,IAO,ICY,1000,2
105239,IAO,ICY,1000,2
105240,IAO,ICY,1000,2
105241,IAO,ICY,1000,2
105242,IAO,ICY,1000,2
105243,IAO,ICY,1000,2
105244,IAO,ICY,1000,2
105245,IAO,ICY,1000,2
105246,IAO,ICY,1000,2
105247,IAO,ICY,1000,2
105248,IAO,ICY,1000,2
105249,IAO,ICY,1000,2
105250,IAO,ICY,1000,2
105251,IAO,ICY,1000,2
105252,IAO,ICY,1000,2
105253,IAO,ICY,1000,2
105254,IAO,ICY,1000,2
105255,IAO,ICY,1000,2
105256,IAO,ICY,1000,2
105257,IAO,ICY,1000,2
105258,IAO,ICY,1000,2
105259,IAO,ICY,1000,2
105260,IAO,ICY,1000,2
105261,IAO,ICY,1000,2
105262,IAO,ICY,1000,2
105263,IAO,ICY,1000,2
105264,IAO,ICY,1000,2
105265,IAO,ICY,1000,2
105266,IAO,ICY,1000,2
105267,IAO,ICY,1000,2
105268,IAO,ICY,1000,2
105269,IAO,ICY,1000,2
105270,IAO,ICY,1000,2
105271,IAO,ICY,1000,2
105272,IAO,ICY,1000,2
105273,IAO,ICY,1000,2
105274,IAO,ICY,1000,2
105275,IAO,ICY,1000,2
105276,IAO,ICY,1000,2
105277,IAO,ICY,1000,2
105278,IAO,ICY,1000,2
105279,IAO,ICY,1000,2
105280,IAO,ICY,1000,2
